time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-08T07:40:33.310Z,19.4291667,-155.6075,-0.99,1.92,ml,22,50,0.02299,0.14,hv,hv70678861,2018-11-08T19:34:55.670Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.41,0.157,16,reviewed,hv,hv
2018-11-08T07:39:55.670Z,33.5026667,-116.4998333,13.47,0.44,ml,18,91,0.06057,0.08,ci,ci38353904,2018-11-08T14:22:12.681Z,"17km ESE of Anza, CA",earthquake,0.17,0.37,0.136,9,reviewed,ci,ci
2018-11-08T07:39:04.830Z,33.4965,-116.792,4.37,0.02,ml,17,108,0.0173,0.08,ci,ci38353896,2018-11-08T18:18:31.064Z,"9km NE of Aguanga, CA",earthquake,0.17,0.24,0.099,6,reviewed,ci,ci
2018-11-08T07:38:32.950Z,35.9525,-117.34,2.73,0.6,ml,14,103,0.07674,0.13,ci,ci38353888,2018-11-08T16:24:33.195Z,"21km N of Trona, CA",earthquake,0.25,0.56,0.114,6,reviewed,ci,ci
2018-11-08T07:35:15.610Z,19.4315,-155.6101667,-0.78,2.6,ml,33,45,0.0214,0.13,hv,hv70678851,2018-11-08T18:22:47.310Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.23,0.36,0.13,43,reviewed,hv,hv
2018-11-08T07:29:55.512Z,37.305,-114.983,0,0.7,ml,10,158.82,0.115,0.1191,nn,nn00664696,2018-11-08T13:38:54.248Z,"17km ESE of Alamo, Nevada",earthquake,,7.1,0.36,4,reviewed,nn,nn
2018-11-08T07:17:52.390Z,44.4006667,-112.838,8.48,1.53,ml,14,146,0.102,0.08,mb,mb80322494,2018-11-08T19:00:06.490Z,"32km SW of Lima, Montana",earthquake,0.55,0.44,0.068,9,reviewed,mb,mb
2018-11-08T07:17:40.098Z,39.7822,-120.641,6.4,1.1,ml,7,238.25,0.157,0.198,nn,nn00664712,2018-11-08T16:00:11.638Z,"15km WSW of Portola, California",earthquake,,6.8,0.09,3,reviewed,nn,nn
2018-11-08T07:03:43.460Z,48.5916666666667,-123.088666666667,12.17,1.09,ml,13,70,,0.23,uw,uw61503077,2018-11-08T17:00:57.140Z,"8km NW of Friday Harbor, Washington",earthquake,0.5,1.26,0.203116185387067,7,reviewed,uw,uw
2018-11-08T07:01:35.400Z,60.4951667,-152.7405,-3,-0.89,ml,5,112,,0.22,av,av70810424,2018-11-08T21:41:02.490Z,"1km N of Redoubt Volcano, Alaska",earthquake,0.46,0.71,0.143,4,reviewed,av,av
2018-11-08T06:55:57.690Z,33.4758333,-116.7905,3.78,0.97,ml,56,33,0.03736,0.2,ci,ci38353864,2018-11-08T16:22:25.010Z,"8km ENE of Aguanga, CA",earthquake,0.17,0.39,0.128,21,reviewed,ci,ci
2018-11-08T06:50:27.570Z,33.4985,-116.8048333,2.25,0.99,ml,43,46,0.01433,0.18,ci,ci38353856,2018-11-08T14:24:05.420Z,"8km NE of Aguanga, CA",earthquake,0.18,0.3,0.107,27,reviewed,ci,ci
2018-11-08T06:49:42.304Z,58.2548,-155.1634,1.3,1.2,ml,,,,0.33,ak,ak20335371,2018-11-08T21:34:18.640Z,"101km ESE of King Salmon, Alaska",earthquake,,2.2,,,automatic,ak,ak
2018-11-08T06:44:52.240Z,33.4968333,-116.8026667,2.53,0.81,ml,50,35,0.01562,0.17,ci,ci38353848,2018-11-08T16:10:19.600Z,"8km NE of Aguanga, CA",earthquake,0.13,0.2,0.108,20,reviewed,ci,ci
2018-11-08T06:44:15.518Z,37.3387,-115.0465,0,0.4,ml,6,189.23,0.068,0.1322,nn,nn00664710,2018-11-08T15:23:20.504Z,"10km ESE of Alamo, Nevada",earthquake,,0,0.19,2,reviewed,nn,nn
2018-11-08T06:41:31.087Z,38.3927,-118.8948,14.1,0.8,ml,8,170.17,0.337,0.1176,nn,nn00664709,2018-11-08T15:14:07.483Z,"27km WSW of Hawthorne, Nevada",earthquake,,3.6,0.35,4,reviewed,nn,nn
2018-11-08T06:20:07.150Z,44.7763333,-111.1351667,9.81,-0.03,md,10,96,0.02846,0.2,uu,uu60303882,2018-11-08T18:06:25.610Z,"12km N of West Yellowstone, Montana",earthquake,0.81,1.25,0.158,5,reviewed,uu,uu
2018-11-08T06:09:17.083Z,38.3799,-118.9069,8.2,1.1,ml,14,66.17,0.135,0.203,nn,nn00664708,2018-11-08T15:07:57.925Z,"29km WSW of Hawthorne, Nevada",earthquake,,2.6,0.14,3,reviewed,nn,nn
2018-11-08T06:08:10.632Z,66.0685,-150.9899,15.2,1.9,ml,,,,0.81,ak,ak20335364,2018-11-08T06:12:45.022Z,"91km SE of New Allakaket, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-08T06:04:03.570Z,53.925,-166.5896667,8.39,1.01,ml,14,132,0.09453,0.22,av,av70810429,2018-11-08T21:52:51.110Z,"5km NW of Dutch Harbor, Alaska",earthquake,0.7,1.14,0.265,14,reviewed,av,av
2018-11-08T05:38:28.650Z,33.0506667,-116.4265,7.27,0.58,ml,41,88,0.02832,0.18,ci,ci38353840,2018-11-08T16:01:35.053Z,"17km E of Julian, CA",earthquake,0.23,0.67,0.084,8,reviewed,ci,ci
2018-11-08T05:14:51.520Z,38.7836685,-122.7448349,1.32,0.56,md,13,66,0.006353,0.02,nc,nc73108271,2018-11-08T05:29:02.809Z,"1km NE of The Geysers, CA",earthquake,0.21,0.38,0.19,3,automatic,nc,nc
2018-11-08T05:05:34.360Z,33.6856667,-116.704,15.88,0.25,ml,20,105,0.02681,0.09,ci,ci38353832,2018-11-08T18:21:06.742Z,"6km SSE of Idyllwild, CA",earthquake,0.23,0.34,0.178,7,reviewed,ci,ci
2018-11-08T04:49:01.044Z,63.0691,-150.8893,120.5,3.9,ml,,,,0.42,ak,ak20335343,2018-11-08T16:41:30.738Z,"91km NNW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-11-08T04:39:36.900Z,19.3343333,-155.1311667,5.45,2.16,ml,33,118,0.04826,0.1,hv,hv70678651,2018-11-08T19:44:14.130Z,"15km SE of Volcano, Hawaii",earthquake,0.35,0.78,0.193,30,reviewed,hv,hv
2018-11-08T04:36:03.550Z,33.631,-116.6896667,12.51,0.26,ml,19,61,0.04005,0.12,ci,ci38353824,2018-11-08T18:04:19.915Z,"9km N of Anza, CA",earthquake,0.28,0.41,0.159,6,reviewed,ci,ci
2018-11-08T04:35:44.307Z,61.4067,-146.2127,25.3,2.1,ml,,,,0.9,ak,ak20335341,2018-11-08T04:40:28.659Z,"31km NNE of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-08T04:32:17.880Z,47.2398333,-113.1848333,13.26,1.45,ml,20,154,0.21,0.13,mb,mb80322479,2018-11-08T18:52:00.710Z,"23km ENE of Seeley Lake, Montana",earthquake,0.51,0.37,0.277,4,reviewed,mb,mb
2018-11-08T04:30:10.870Z,36.6906667,-121.3225,2.5,1.19,md,20,112,0.07989,0.02,nc,nc73108266,2018-11-08T21:13:02.332Z,"11km S of Tres Pinos, CA",earthquake,0.23,1.65,0.276,18,reviewed,nc,nc
2018-11-08T04:27:59.610Z,52.0756667,-176.1291667,-0.4,0.58,ml,5,128,0.02357,0.08,av,av61814011,2018-11-08T21:04:00.020Z,"42km ENE of Adak, Alaska",earthquake,0.33,0.32,,1,reviewed,av,av
2018-11-08T04:24:38.560Z,52.0611667,-176.1361667,2.99,-0.06,ml,4,189,0.009153,0.11,av,av61814006,2018-11-08T20:55:53.370Z,"41km ENE of Adak, Alaska",earthquake,0.56,0.74,0.132,4,reviewed,av,av
2018-11-08T04:24:03.630Z,33.5238333,-116.5525,11.69,0.24,ml,21,104,0.03808,0.1,ci,ci38353808,2018-11-08T17:56:15.026Z,"12km ESE of Anza, CA",earthquake,0.23,0.31,0.35,5,reviewed,ci,ci
2018-11-08T04:22:40.341Z,37.9757,-118.189,0,0.9,ml,5,240.97,0.371,0.1089,nn,nn00664707,2018-11-08T14:55:39.294Z,"68km NNE of Dixon Lane-Meadow Creek, California",earthquake,,0,0,1,reviewed,nn,nn
2018-11-08T04:22:09.440Z,33.4968333,-116.791,3.83,0.34,ml,20,57,0.01735,0.11,ci,ci38353800,2018-11-08T17:48:26.854Z,"9km NE of Aguanga, CA",earthquake,0.18,0.31,0.054,3,reviewed,ci,ci
2018-11-08T04:20:59.610Z,33.3335,-116.3585,10.13,0.58,ml,36,113,0.009895,0.19,ci,ci38353784,2018-11-08T15:52:34.998Z,"9km N of Borrego Springs, CA",earthquake,0.24,0.52,0.208,12,reviewed,ci,ci
2018-11-08T04:20:57.910Z,36.0448333,-117.8528333,1.78,0.69,ml,16,129,0.04793,0.09,ci,ci38353792,2018-11-08T15:34:08.898Z,"9km E of Coso Junction, CA",earthquake,0.16,0.17,0.083,5,reviewed,ci,ci
2018-11-08T03:55:37.490Z,38.8364983,-122.8268356,0.65,1.19,md,16,83,0.007072,0.05,nc,nc73108261,2018-11-08T06:03:03.007Z,"9km NW of The Geysers, CA",earthquake,0.23,0.44,0.17,4,automatic,nc,nc
2018-11-08T03:53:38.270Z,33.4866667,-116.7831667,4.28,0.78,ml,32,38,0.02938,0.18,ci,ci38353776,2018-11-08T14:24:08.330Z,"9km ENE of Aguanga, CA",earthquake,0.21,0.42,0.122,22,reviewed,ci,ci
2018-11-08T03:51:16.310Z,46.5816666666667,-119.8325,7.59,0.87,ml,9,214,,0.05,uw,uw61503062,2018-11-08T18:19:59.980Z,"12km SSE of Desert Aire, Washington",earthquake,0.46,0.2,0.0574003040170327,8,reviewed,uw,uw
2018-11-08T03:49:21.674Z,36.706,-115.6598,14.4,-0.1,ml,13,277.39,0.245,0.1779,nn,nn00664705,2018-11-08T14:37:12.963Z,"62km NNE of Pahrump, Nevada",earthquake,,4.6,0.34,3,reviewed,nn,nn
2018-11-08T03:39:13.340Z,33.2465,-116.063,9.67,0.91,ml,46,76,0.07281,0.22,ci,ci38353768,2018-11-08T15:30:41.876Z,"12km WSW of Salton City, CA",earthquake,0.22,0.64,0.119,14,reviewed,ci,ci
2018-11-08T03:31:54.660Z,52.0775,-176.1416667,2.03,-0.11,ml,4,240,0.02296,0.17,av,av70810389,2018-11-08T20:34:18.150Z,"41km ENE of Adak, Alaska",earthquake,1.95,1.13,0.146,4,reviewed,av,av
2018-11-08T03:25:53.970Z,19.4466667,-154.8778333,6.31,2.34,ml,15,196,0.03937,0.1,hv,hv70678561,2018-11-08T18:49:48.000Z,"4km ESE of Leilani Estates, Hawaii",earthquake,0.58,0.97,0.159,32,reviewed,hv,hv
2018-11-08T03:17:14.391Z,68.1178,-144.5038,1.1,2,ml,,,,1.41,ak,ak20335338,2018-11-08T03:29:17.449Z,"43km E of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-08T03:13:06.180Z,44.7813333,-111.1321667,11.25,0.16,md,11,96,0.02354,0.18,uu,uu60303877,2018-11-08T17:20:44.610Z,"13km N of West Yellowstone, Montana",earthquake,0.63,0.98,0.131,7,reviewed,uu,uu
2018-11-08T03:11:16.890Z,33.976,-116.7356667,14.04,0.98,ml,52,70,0.074,0.16,ci,ci38353760,2018-11-08T15:15:05.024Z,"8km NE of Cabazon, CA",earthquake,0.19,0.36,0.163,27,reviewed,ci,ci
2018-11-08T03:10:56.990Z,33.9761667,-116.7263333,14.2,0.65,ml,27,94,0.08966,0.18,ci,ci37200380,2018-11-08T15:21:35.524Z,"9km NE of Cabazon, CA",earthquake,0.31,0.51,0.062,11,reviewed,ci,ci
2018-11-08T02:48:20.370Z,18.0166,-67.1701,6,2.02,md,5,275,0.0614,0.15,pr,pr2018312001,2018-11-08T05:20:26.734Z,"1km S of Boqueron, Puerto Rico",earthquake,1.06,0.38,0.17,5,reviewed,pr,pr
2018-11-08T02:39:42.078Z,57.5325,-154.596,57.5,1.5,ml,,,,0.17,ak,ak20335255,2018-11-08T18:46:29.862Z,"36km W of Larsen Bay, Alaska",earthquake,,2.3,,,reviewed,ak,ak
2018-11-08T02:34:46.617Z,37.2659,-117.5975,6.4,0.8,ml,17,158.89,0.051,0.1638,nn,nn00664693,2018-11-08T13:26:35.579Z,"58km SSW of Goldfield, Nevada",earthquake,,3,0.38,10,reviewed,nn,nn
2018-11-08T02:27:03.310Z,45.8606667,-111.3543333,3.12,1.83,ml,23,73,0.306,0.16,mb,mb80322469,2018-11-08T04:26:50.620Z,"1km WNW of Manhattan, Montana",earthquake,0.36,4.26,0.035,7,reviewed,mb,mb
2018-11-08T02:25:14.140Z,37.794,-121.6233333,9.8,1.36,md,19,91,0.02768,0.15,nc,nc73108241,2018-11-08T20:42:03.155Z,"7km W of Mountain House, CA",earthquake,0.35,0.83,0.147,17,reviewed,nc,nc
2018-11-08T02:17:55.652Z,61.7841,-149.1564,40.9,1.1,ml,,,,0.35,ak,ak20335254,2018-11-08T18:43:02.208Z,"6km NE of Fishhook, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-11-08T02:15:13.340Z,42.254,141.3449,104.22,4.4,mb,,86,1.369,0.38,us,us1000hp4u,2018-11-08T02:43:18.040Z,"30km ESE of Muroran, Japan",earthquake,6.5,8.9,0.1,29,reviewed,us,us
2018-11-08T02:14:22.463Z,38.8482,-119.6733,9.8,0.6,ml,13,53.32,0.188,0.1884,nn,nn00664692,2018-11-08T13:14:15.595Z,"7km SE of Gardnerville Ranchos, Nevada",earthquake,,3.9,0.39,5,reviewed,nn,nn
2018-11-08T02:12:15.450Z,33.9375,-116.7101667,16.22,0.69,ml,35,69,0.1133,0.15,ci,ci38353752,2018-11-08T15:05:44.243Z,"7km ENE of Cabazon, CA",earthquake,0.23,0.5,0.183,9,reviewed,ci,ci
2018-11-08T02:09:53.223Z,61.3953,-147.1718,11.6,1.8,ml,,,,0.49,ak,ak20335251,2018-11-08T02:13:43.410Z,"53km NW of Valdez, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-08T02:08:30.340Z,19.211834,-155.4086609,31.7,1.8,md,34,162,0.02763,0.12,hv,hv70678486,2018-11-08T02:11:49.100Z,"7km E of Pahala, Hawaii",earthquake,0.59,0.72,0.1,4,automatic,hv,hv
2018-11-08T01:58:35.180Z,37.7951667,-121.6116667,15.61,2.78,md,87,37,0.03257,0.14,nc,nc73108236,2018-11-08T19:14:14.714Z,"6km WNW of Mountain House, CA",earthquake,0.17,0.26,0.127,77,reviewed,nc,nc
2018-11-08T01:50:28.440Z,19.2236667,-155.4116667,31.6,1.69,md,42,144,0.0192,0.11,hv,hv70678461,2018-11-08T02:31:49.720Z,"7km ENE of Pahala, Hawaii",earthquake,0.51,0.75,0.055,18,reviewed,hv,hv
2018-11-08T01:49:22.740Z,18.0088,-67.1811,6,2.37,md,18,217,0.0715,0.16,pr,pr2018312000,2018-11-08T03:24:23.343Z,"2km SSW of Boqueron, Puerto Rico",earthquake,0.61,0.35,0.38,17,reviewed,pr,pr
2018-11-08T01:48:01.745Z,63.1219,-150.3955,94.3,1.7,ml,,,,0.33,ak,ak20335052,2018-11-08T01:53:02.903Z,"78km WSW of Cantwell, Alaska",earthquake,,1.6,,,automatic,ak,ak
2018-11-08T01:38:40.240Z,37.5416667,-118.8266667,5.54,0.65,md,12,237,0.04831,0.02,nc,nc73108226,2018-11-08T03:22:59.804Z,"13km W of Toms Place, CA",earthquake,1.44,2.16,0.19,10,reviewed,nc,nc
2018-11-08T01:25:09.750Z,33.629,-116.6888333,12.28,0.38,ml,20,59,0.07201,0.11,ci,ci38353720,2018-11-08T14:23:43.205Z,"8km N of Anza, CA",earthquake,0.26,0.42,0.063,12,reviewed,ci,ci
2018-11-08T01:18:39.030Z,-21.0225,-178.4135,549.4,4.9,mb,,95,4.664,0.71,us,us1000hp3t,2018-11-08T01:29:36.040Z,"50km SE of Ndoi Island, Fiji",earthquake,13.4,13.3,0.145,15,reviewed,us,us
2018-11-08T01:09:39.499Z,60.7105,-150.2046,39.7,1.9,ml,,,,0.48,ak,ak20334952,2018-11-08T01:16:36.970Z,"36km ENE of Sterling, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-11-08T01:06:35.760Z,17.886,-66.946,14,1.96,md,7,244,0.1114,0.06,pr,pr2018312002,2018-11-08T05:21:28.686Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.8,0.64,0.45,7,reviewed,pr,pr
2018-11-08T01:06:01.198Z,62.4152,-149.504,43.6,2.3,ml,,,,0.57,ak,ak20334946,2018-11-08T01:11:00.951Z,"32km ENE of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-11-08T01:01:14.884Z,61.5505,-150.8326,50.3,1.9,ml,,,,0.32,ak,ak20334943,2018-11-08T01:05:35.227Z,"46km W of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-08T01:00:18.350Z,35.988,-120.117,17.69,1.76,md,40,158,0.07312,0.11,nc,nc73108216,2018-11-08T04:20:03.412Z,"2km SSE of Avenal, CA",earthquake,0.34,0.79,0.225,18,reviewed,nc,nc
2018-11-08T00:59:25.060Z,63.0955,-151.5264,16,1.1,ml,,,,0.52,ak,ak20334941,2018-11-08T01:03:53.365Z,"112km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-08T00:57:06.040Z,35.9875,-120.1201667,17.67,2.33,md,44,156,0.07387,0.13,nc,nc73108211,2018-11-08T04:35:02.492Z,"2km SSE of Avenal, CA",earthquake,0.26,0.65,0.356,29,reviewed,nc,nc
2018-11-08T00:56:32.270Z,-23.5313,179.5391,542.31,4.5,mb,,91,5.923,0.81,us,us1000hp3e,2018-11-08T01:18:15.040Z,"South of the Fiji Islands",earthquake,9.4,6.4,0.062,78,reviewed,us,us
2018-11-08T00:56:29.830Z,19.2189999,-155.4088287,32.31,1.84,md,37,159,0.02129,0.11,hv,hv70678391,2018-11-08T00:59:50.480Z,"7km ENE of Pahala, Hawaii",earthquake,0.68,0.8,0.02,3,automatic,hv,hv
2018-11-08T00:56:08.554Z,63.1542,-150.8164,112.8,1.8,ml,,,,0.7,ak,ak20334938,2018-11-08T01:00:39.663Z,"97km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-08T00:43:58.956Z,60.506,-150.7107,6,2,ml,,,,0.72,ak,ak20334928,2018-11-08T00:46:50.974Z,"4km SE of Sterling, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-08T00:41:49.770Z,38.8375015,-122.7845001,1.01,1.96,md,25,80,0.004653,0.04,nc,nc73108206,2018-11-08T01:05:03.896Z,"6km WNW of Cobb, CA",earthquake,0.16,0.28,0.07,7,automatic,nc,nc
2018-11-08T00:39:07.600Z,46.414,-122.377333333333,-1.09,1.36,ml,10,203,,0.2,uw,uw61503047,2018-11-08T01:22:32.770Z,"17km SSW of Morton, Washington",explosion,0.93,31.61,0.232835151863121,7,reviewed,uw,uw
2018-11-08T00:38:37.430Z,36.0805,-117.8521667,1.91,0.66,ml,9,209,0.07894,0.05,ci,ci38353672,2018-11-08T00:49:44.743Z,"10km ENE of Coso Junction, CA",earthquake,0.27,0.2,0.113,8,reviewed,ci,ci
2018-11-08T00:31:21.560Z,64.4559,-149.3994,12.8,1.6,ml,,,,0.73,ak,ak20334921,2018-11-08T00:37:31.692Z,"19km SW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-08T00:14:39.514Z,58.2295,-153.0053,43.2,2.6,ml,,,,0.54,ak,ak20334904,2018-11-08T02:27:10.040Z,"56km NNW of Kodiak Station, Alaska",earthquake,,2,,,automatic,ak,ak
2018-11-08T00:06:50.987Z,63.9487,-148.6857,13.3,1.8,ml,,,,0.67,ak,ak20334900,2018-11-08T00:10:57.140Z,"17km NE of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-08T00:02:24.660Z,19.2296667,-155.4151667,32.72,1.75,md,46,138,0.01842,0.12,hv,hv70678336,2018-11-08T01:28:19.030Z,"7km ENE of Pahala, Hawaii",earthquake,0.52,0.69,0.107,20,reviewed,hv,hv
2018-11-08T00:01:51.430Z,33.5385,-116.4438333,8.88,0.54,ml,14,118,0.02136,0.1,ci,ci38353648,2018-11-08T00:46:39.724Z,"19km SW of La Quinta, CA",earthquake,0.32,0.66,0.14,10,reviewed,ci,ci
2018-11-07T23:57:40.680Z,44.7701667,-110.9558333,9.78,0.03,md,9,139,0.03745,0.13,uu,uu60303862,2018-11-08T21:42:31.980Z,"16km NE of West Yellowstone, Montana",earthquake,0.44,0.78,0.229,4,reviewed,uu,uu
2018-11-07T23:55:46.609Z,38.5788,-118.562,6.4,0.8,ml,4,259.86,0.058,0.2148,nn,nn00664675,2018-11-08T02:05:26.490Z,"8km NE of Hawthorne, Nevada",earthquake,,14.3,0,1,reviewed,nn,nn
2018-11-07T23:52:11.580Z,36.3031667,-89.5258333,7.33,1.27,md,7,120,0.03928,0.1,nm,nm60218067,2018-11-08T14:00:19.890Z,"5km NW of Ridgely, Tennessee",earthquake,0.55,0.75,0.08,6,reviewed,nm,nm
2018-11-07T23:50:20.670Z,18.6423,-65.0591,22,2.46,md,4,340,0.9348,0.29,pr,pr2018311006,2018-11-08T05:18:34.110Z,"35km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.68,24.91,0.31,4,reviewed,pr,pr
2018-11-07T23:41:57.560Z,17.8886,-66.9448,14,2.01,md,4,246,0.1281,0.24,pr,pr2018311007,2018-11-08T05:19:24.302Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.61,2.36,0.09,3,reviewed,pr,pr
2018-11-07T23:41:48.880Z,34.6366667,-117.3026667,-0.92,1.05,ml,24,50,0.07902,0.23,ci,ci38353616,2018-11-08T00:44:53.717Z,"11km N of Victorville, CA",quarry blast,0.45,31.61,0.112,15,reviewed,ci,ci
2018-11-07T23:37:16.720Z,33.2293333,-116.7361667,11.48,1.07,ml,41,62,0.02006,0.15,ci,ci38353608,2018-11-08T00:40:51.691Z,"3km ESE of Lake Henshaw, CA",earthquake,0.18,0.49,0.137,22,reviewed,ci,ci
2018-11-07T23:14:44.550Z,37.6271667,-118.8255,8.62,0.73,md,15,112,0.008903,0.04,nc,nc73108196,2018-11-07T23:51:03.478Z,"14km E of Mammoth Lakes, CA",earthquake,0.77,0.43,0.268,13,reviewed,nc,nc
2018-11-07T23:11:53.260Z,56.1373,-149.3119,19.99,3.7,ml,,154,2.448,0.58,us,us1000hp1x,2018-11-08T00:35:19.010Z,"263km SE of Kodiak, Alaska",earthquake,9.8,8.5,0.067,29,reviewed,us,us
2018-11-07T23:11:29.694Z,62.6817,-152.0096,0,1.3,ml,,,,0.83,ak,ak20334889,2018-11-07T23:14:12.843Z,"105km WNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-07T23:09:00.640Z,37.4558333,-121.8156667,6.07,1.01,md,13,91,0.01335,0.08,nc,nc73108191,2018-11-07T23:34:30.019Z,"9km ENE of Milpitas, CA",earthquake,0.31,0.32,0.097,13,reviewed,nc,nc
2018-11-07T22:48:39.740Z,34.1786667,-117.3598333,13.01,0.72,ml,15,73,0.06469,0.11,ci,ci38353568,2018-11-08T00:32:08.056Z,"3km NNW of Muscoy, CA",earthquake,0.35,0.6,0.078,3,reviewed,ci,ci
